contigid	V1	V2	cluster	ps	phylum	class	order	family	genus
OAPGCV000098	OAPGCV010604_132	OAPGCV000098_128	PC_97115	PC_97115	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000098	OAPGCV002270_155	OAPGCV000098_183	PC_36024	PC_36024	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000099	OAPGCV028094_15	OAPGCV000099_17	PC_166575	PC_166575	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000101	OAPGCV000101_19	OAPGCV000101_19	PC_2358	PC_2358	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV000101	OAPGCV000101_19	OAPGCV000101_19	PC_2358	PC_2358	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Oribacterium
OAPGCV000102	OAPGCV004462_20	OAPGCV000102_5	PC_58601	PC_58601	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000103	OAPGCV035090_14	OAPGCV000103_54	PC_204338	PC_204338	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV000104	OAPGCV042807_22	OAPGCV000104_3	PC_273408	PC_273408	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV000105	OAPGCV045317_43	OAPGCV000105_10	PC_284333	PC_284333	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV000106	OAPGCV040971_39	OAPGCV000106_11	PC_266731	PC_266731	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Aggregatibacter
OAPGCV000107	OAPGCV000107_8	OAPGCV000107_8	PC_2512	PC_2512	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Tannerella
OAPGCV000108	OAPGCV045002_5	OAPGCV000108_57	PC_281531	PC_281531	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia_A
OAPGCV000108	OAPGCV045002_5	OAPGCV000108_57	PC_281531	PC_281531	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia
OAPGCV000108	OAPGCV045002_5	OAPGCV000108_58	PC_281531	PC_281531	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia_A
OAPGCV000108	OAPGCV045002_5	OAPGCV000108_58	PC_281531	PC_281531	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia
OAPGCV000109	OAPGCV002638_25	OAPGCV000109_50	PC_40852	PC_40852	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV000109	OAPGCV002638_25	OAPGCV000109_50	PC_40852	PC_40852	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV000109	OAPGCV032021_18	OAPGCV000109_56	PC_190318	PC_190318	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV000109	OAPGCV032021_18	OAPGCV000109_56	PC_190318	PC_190318	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV000110	OAPGCV006047_10	OAPGCV000110_44	PC_70223	PC_70223	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium
OAPGCV000111	OAPGCV000028_20	OAPGCV000111_37	PC_666	PC_666	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000111	OAPGCV000028_24	OAPGCV000111_41	PC_668	PC_668	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000112	OAPGCV000112_5	OAPGCV000112_5	PC_2625	PC_2625	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000112	OAPGCV000112_24	OAPGCV000112_24	PC_2604	PC_2604	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000113	OAPGCV037017_14	OAPGCV000113_60	PC_213703	PC_213703	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV000114	OAPGCV035090_14	OAPGCV000114_27	PC_204338	PC_204338	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV000114	OAPGCV035090_14	OAPGCV000114_27	PC_204338	PC_204338	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV000116	OAPGCV002775_83	OAPGCV000116_11	PC_42497	PC_42497	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000116	OAPGCV000116_9	OAPGCV000116_9	PC_2753	PC_2753	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000117	OAPGCV006047_10	OAPGCV000117_10	PC_70223	PC_70223	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium
OAPGCV000120	OAPGCV000120_67	OAPGCV000120_67	PC_2798	PC_2798	p__Pseudomonadota	c__Gammaproteobacteria	o__Cardiobacteriales	f__Cardiobacteriaceae	g__Cardiobacterium
OAPGCV000120	OAPGCV000120_57	OAPGCV000120_57	PC_2792	PC_2792	p__Pseudomonadota	c__Gammaproteobacteria	o__Cardiobacteriales	f__Cardiobacteriaceae	g__Cardiobacterium
OAPGCV000120	OAPGCV000120_49	OAPGCV000120_49	PC_2785	PC_2785	p__Pseudomonadota	c__Gammaproteobacteria	o__Cardiobacteriales	f__Cardiobacteriaceae	g__Cardiobacterium
OAPGCV000122	OAPGCV000574_22	OAPGCV000122_45	PC_11058	PC_11058	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Peptidiphaga
OAPGCV000122	OAPGCV010657_67	OAPGCV000122_44	PC_97593	PC_97593	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Peptidiphaga
OAPGCV000123	OAPGCV003579_21	OAPGCV000123_55	PC_49585	PC_49585	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A
OAPGCV000123	OAPGCV003579_21	OAPGCV000123_55	PC_49585	PC_49585	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga
OAPGCV000123	OAPGCV000123_59	OAPGCV000123_59	PC_2875	PC_2875	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A
OAPGCV000123	OAPGCV000123_59	OAPGCV000123_59	PC_2875	PC_2875	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga
OAPGCV000123	OAPGCV007274_8	OAPGCV000123_40	PC_78392	PC_78392	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A
OAPGCV000123	OAPGCV007274_8	OAPGCV000123_40	PC_78392	PC_78392	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga
OAPGCV000124	OAPGCV044002_4	OAPGCV000124_1	PC_276921	PC_276921	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000124	OAPGCV001099_6	OAPGCV000124_10	PC_20999	PC_20999	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000125	OAPGCV042807_22	OAPGCV000125_49	PC_273408	PC_273408	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV000125	OAPGCV042807_22	OAPGCV000125_48	PC_273408	PC_273408	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV000125	OAPGCV054903_47	OAPGCV000125_13	PC_326675	PC_326675	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV000126	OAPGCV000126_37	OAPGCV000126_37	PC_2945	PC_2945	p__Pseudomonadota	c__Gammaproteobacteria	o__Cardiobacteriales	f__Cardiobacteriaceae	g__Cardiobacterium
OAPGCV000126	OAPGCV000233_17	OAPGCV000126_44	PC_5130	PC_5130	p__Pseudomonadota	c__Gammaproteobacteria	o__Cardiobacteriales	f__Cardiobacteriaceae	g__Cardiobacterium
OAPGCV000127	OAPGCV000127_37	OAPGCV000127_37	PC_2975	PC_2975	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Centipeda
OAPGCV000127	OAPGCV050447_7	OAPGCV000127_42	PC_310730	PC_310730	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Centipeda
OAPGCV000128	OAPGCV038000_15	OAPGCV000128_7	PC_218889	PC_218889	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000129	OAPGCV011005_15	OAPGCV000129_13	PC_99437	PC_99437	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A
OAPGCV000130	OAPGCV028346_37	OAPGCV000130_35	PC_167237	PC_167237	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium
OAPGCV000131	OAPGCV005324_4	OAPGCV000131_19	PC_65377	PC_65377	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000131	OAPGCV000131_138	OAPGCV000131_138	PC_3045	PC_3045	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000132	OAPGCV035090_14	OAPGCV000132_26	PC_204338	PC_204338	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV000133	OAPGCV011879_45	OAPGCV000133_6	PC_103850	PC_103850	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium
OAPGCV000133	OAPGCV000287_41	OAPGCV000133_1	PC_6301	PC_6301	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium
OAPGCV000133	OAPGCV000287_41	OAPGCV000133_52	PC_6301	PC_6301	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium
OAPGCV000134	OAPGCV035090_14	OAPGCV000134_9	PC_204338	PC_204338	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV000134	OAPGCV035090_14	OAPGCV000134_9	PC_204338	PC_204338	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV000135	OAPGCV030211_64	OAPGCV000135_3	PC_177970	PC_177970	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV000135	OAPGCV054903_47	OAPGCV000135_46	PC_326675	PC_326675	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV000136	OAPGCV006047_10	OAPGCV000136_10	PC_70223	PC_70223	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium
OAPGCV000137	OAPGCV017052_48	OAPGCV000137_50	PC_126732	PC_126732	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV000137	OAPGCV000137_49	OAPGCV000137_49	PC_3152	PC_3152	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV000137	OAPGCV000137_51	OAPGCV000137_51	PC_3153	PC_3153	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV000138	OAPGCV051335_7	OAPGCV000138_47	PC_314854	PC_314854	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Abiotrophia
OAPGCV000138	OAPGCV009674_52	OAPGCV000138_51	PC_92604	PC_92604	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Abiotrophia
OAPGCV000140	OAPGCV000140_44	OAPGCV000140_44	PC_3223	PC_3223	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A
OAPGCV000144	OAPGCV066157_15	OAPGCV000144_49	PC_386753	PC_386753	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV000145	OAPGCV032021_18	OAPGCV000145_46	PC_190318	PC_190318	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV000147	OAPGCV000335_47	OAPGCV000147_47	PC_7104	PC_7104	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium
OAPGCV000147	OAPGCV003040_56	OAPGCV000147_53	PC_44397	PC_44397	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium
OAPGCV000148	OAPGCV000040_73	OAPGCV000148_47	PC_957	PC_957	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV000148	OAPGCV000040_72	OAPGCV000148_46	PC_956	PC_956	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV000149	OAPGCV000149_241	OAPGCV000149_241	PC_3376	PC_3376	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000150	OAPGCV035090_14	OAPGCV000150_32	PC_204338	PC_204338	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV000151	OAPGCV003856_4	OAPGCV000151_52	PC_52158	PC_52158	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV000151	OAPGCV000151_10	OAPGCV000151_10	PC_3424	PC_3424	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV000152	OAPGCV037777_9	OAPGCV000152_17	PC_217787	PC_217787	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000153	OAPGCV023920_51	OAPGCV000153_11	PC_151683	PC_151683	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000154	OAPGCV000154_77	OAPGCV000154_77	PC_3514	PC_3514	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella
OAPGCV000156	OAPGCV045002_5	OAPGCV000156_6	PC_281531	PC_281531	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000156	OAPGCV000156_15	OAPGCV000156_15	PC_3555	PC_3555	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000156	OAPGCV000156_14	OAPGCV000156_14	PC_3554	PC_3554	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000157	OAPGCV000157_17	OAPGCV000157_17	PC_3594	PC_3594	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium
OAPGCV000157	OAPGCV040837_14	OAPGCV000157_15	PC_265881	PC_265881	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium
OAPGCV000157	OAPGCV040837_14	OAPGCV000157_14	PC_265881	PC_265881	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium
OAPGCV000157	OAPGCV005863_18	OAPGCV000157_8	PC_68931	PC_68931	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium
OAPGCV000157	OAPGCV000157_27	OAPGCV000157_27	PC_3601	PC_3601	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium
OAPGCV000158	OAPGCV000158_39	OAPGCV000158_39	PC_3632	PC_3632	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium
OAPGCV000158	OAPGCV000158_39	OAPGCV000158_39	PC_3632	PC_3632	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV000159	OAPGCV003259_28	OAPGCV000159_27	PC_46546	PC_46546	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium
OAPGCV000159	OAPGCV003259_28	OAPGCV000159_27	PC_46546	PC_46546	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium
OAPGCV000159	OAPGCV005863_18	OAPGCV000159_51	PC_68931	PC_68931	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium
OAPGCV000159	OAPGCV005863_18	OAPGCV000159_51	PC_68931	PC_68931	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium
OAPGCV000160	OAPGCV050447_7	OAPGCV000160_60	PC_310730	PC_310730	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Centipeda
OAPGCV000160	OAPGCV000160_48	OAPGCV000160_48	PC_3704	PC_3704	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Centipeda
OAPGCV000161	OAPGCV011042_21	OAPGCV000161_12	PC_99639	PC_99639	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Johnsonella
OAPGCV000161	OAPGCV011042_21	OAPGCV000161_12	PC_99639	PC_99639	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV000161	OAPGCV000161_1	OAPGCV000161_1	PC_3713	PC_3713	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Johnsonella
OAPGCV000161	OAPGCV000161_1	OAPGCV000161_1	PC_3713	PC_3713	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV000161	OAPGCV053179_48	OAPGCV000161_10	PC_320500	PC_320500	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Johnsonella
OAPGCV000161	OAPGCV053179_48	OAPGCV000161_10	PC_320500	PC_320500	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV000161	OAPGCV031837_20	OAPGCV000161_11	PC_188787	PC_188787	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Johnsonella
OAPGCV000161	OAPGCV031837_20	OAPGCV000161_11	PC_188787	PC_188787	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV000163	OAPGCV044042_7	OAPGCV000163_12	PC_277031	PC_277031	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000164	OAPGCV066157_15	OAPGCV000164_24	PC_386753	PC_386753	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV000165	OAPGCV002340_5	OAPGCV000165_4	PC_36864	PC_36864	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia_A
OAPGCV000165	OAPGCV056453_4	OAPGCV000165_3	PC_332477	PC_332477	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia_A
OAPGCV000167	OAPGCV035090_14	OAPGCV000167_26	PC_204338	PC_204338	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV000168	OAPGCV032021_18	OAPGCV000168_16	PC_190318	PC_190318	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV000169	OAPGCV006694_15	OAPGCV000169_32	PC_74764	PC_74764	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Nanosynbacteraceae	g__Nanosynbacter
OAPGCV000170	OAPGCV033045_27	OAPGCV000170_36	PC_197342	PC_197342	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV000171	OAPGCV005142_95	OAPGCV000171_25	PC_64043	PC_64043	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000171	OAPGCV065369_34	OAPGCV000171_54	PC_383612	PC_383612	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000172	OAPGCV005972_11	OAPGCV000172_5	PC_69519	PC_69519	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000173	OAPGCV023920_51	OAPGCV000173_11	PC_151683	PC_151683	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000174	OAPGCV032021_18	OAPGCV000174_8	PC_190318	PC_190318	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV000174	OAPGCV032021_18	OAPGCV000174_8	PC_190318	PC_190318	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV000175	OAPGCV006706_6	OAPGCV000175_46	PC_74803	PC_74803	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV000175	OAPGCV008687_70	OAPGCV000175_58	PC_86820	PC_86820	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV000175	OAPGCV000175_44	OAPGCV000175_44	PC_3983	PC_3983	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV000176	OAPGCV000137_51	OAPGCV000176_10	PC_3153	PC_3153	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CALALP01
OAPGCV000176	OAPGCV000137_51	OAPGCV000176_10	PC_3153	PC_3153	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV000176	OAPGCV017052_48	OAPGCV000176_11	PC_126732	PC_126732	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CALALP01
OAPGCV000176	OAPGCV017052_48	OAPGCV000176_11	PC_126732	PC_126732	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV000176	OAPGCV000137_49	OAPGCV000176_12	PC_3152	PC_3152	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CALALP01
OAPGCV000176	OAPGCV000137_49	OAPGCV000176_12	PC_3152	PC_3152	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV000177	OAPGCV000089_17	OAPGCV000177_17	PC_2193	PC_2193	p__Actinomycetota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Arachnia
OAPGCV000178	OAPGCV000178_22	OAPGCV000178_22	PC_4008	PC_4008	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV000179	OAPGCV066157_15	OAPGCV000179_6	PC_386753	PC_386753	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000180	OAPGCV052840_2	OAPGCV000180_32	PC_319149	PC_319149	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV000180	OAPGCV000065_59	OAPGCV000180_51	PC_1463	PC_1463	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV000181	OAPGCV000181_24	OAPGCV000181_24	PC_4059	PC_4059	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV000181	OAPGCV001255_10	OAPGCV000181_18	PC_23338	PC_23338	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV000182	OAPGCV001036_21	OAPGCV000182_17	PC_20083	PC_20083	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000182	OAPGCV000351_18	OAPGCV000182_1	PC_7275	PC_7275	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000182	OAPGCV000351_18	OAPGCV000182_47	PC_7275	PC_7275	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000183	OAPGCV035090_14	OAPGCV000183_51	PC_204338	PC_204338	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV000183	OAPGCV035090_14	OAPGCV000183_51	PC_204338	PC_204338	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV000184	OAPGCV065369_34	OAPGCV000184_70	PC_383612	PC_383612	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000184	OAPGCV000184_41	OAPGCV000184_41	PC_4101	PC_4101	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV000185	OAPGCV035090_14	OAPGCV000185_18	PC_204338	PC_204338	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV000185	OAPGCV035090_14	OAPGCV000185_18	PC_204338	PC_204338	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV000186	OAPGCV033195_25	OAPGCV000186_1	PC_197934	PC_197934	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium
OAPGCV000186	OAPGCV035788_4	OAPGCV000186_10	PC_207899	PC_207899	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium
OAPGCV000186	OAPGCV033195_25	OAPGCV000186_50	PC_197934	PC_197934	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium
OAPGCV000187	OAPGCV045431_30	OAPGCV000187_13	PC_285235	PC_285235	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus
OAPGCV000187	OAPGCV045431_30	OAPGCV000187_13	PC_285235	PC_285235	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus_D
OAPGCV000188	OAPGCV037726_29	OAPGCV000188_25	PC_217667	PC_217667	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Lautropia
OAPGCV000189	OAPGCV000189_70	OAPGCV000189_70	PC_4221	PC_4221	p__Pseudomonadota	c__Gammaproteobacteria	o__Cardiobacteriales	f__Cardiobacteriaceae	g__Cardiobacterium
